deal_id,customer_id,deal_name,amount,deal_stage,start_date,end_date,plan_type,created_date,closed_date
d002591,cu03017,Target Cross-Platform Content,7734.33,In Progress,3/7/2021,6/26/2021,Pro,6/16/2021,12/5/2018
d002592,cu04010,Engage Frictionless Deliverables,8190.17,In Progress,5/3/2021,12/27/2021,Basic,2/24/2022,9/27/2021
d002593,cu02779,Scale Enterprise Mindshare,9157.48,In Progress,10/13/2022,5/7/2024,Enterprise,3/14/2017,7/18/2020
d002594,cu01870,Aggregate Mission-Critical Initiatives,2484.98,Lost,4/12/2018,2/23/2020,Free,7/23/2023,5/14/2020
d002595,cu09212,E-Enable User-Centric Interfaces,110.78,Won,2/15/2022,9/15/2021,Free,5/10/2023,7/1/2022
d002596,cu00493,Morph Seamless Convergence,2998.3,Won,6/15/2019,12/28/2024,Free,4/6/2022,1/19/2018
d002597,cu07007,Aggregate B2C Bandwidth,2390.3,In Progress,7/10/2024,12/19/2020,Enterprise,3/20/2024,3/29/2023
d002598,cu06792,Morph Cutting-Edge Architectures,8865.26,Won,6/28/2023,7/24/2021,Basic,3/20/2022,9/4/2023
d002599,cu06122,Evolve Robust Applications,6921.21,Lost,4/18/2021,10/19/2022,Basic,2/21/2018,12/2/2023
d002600,cu08345,Morph Front-End Applications,7305.85,In Progress,9/27/2023,6/22/2022,Enterprise,9/29/2024,4/27/2025
d002601,cu01588,Scale Bricks-And-Clicks Platforms,1156.55,Lost,2/17/2022,10/25/2019,Pro,2/22/2017,8/1/2022
d002602,cu09325,Implement Value-Added Markets,8604.93,Lost,10/29/2024,12/26/2021,Enterprise,10/16/2022,11/26/2023
d002603,cu03308,Cultivate Killer Experiences,3706.07,In Progress,2/26/2023,5/25/2021,Enterprise,6/12/2024,3/27/2019
d002604,cu09851,Expedite Dynamic Bandwidth,9258.31,Won,10/20/2021,10/17/2019,Free,12/26/2020,2/19/2018
d002605,cu03535,Brand Wireless Supply-Chains,306.84,Won,12/29/2023,10/21/2021,Basic,5/17/2020,7/6/2022
d002606,cu00920,Strategize End-To-End Relationships,7705.54,In Progress,7/21/2022,4/26/2021,Basic,5/9/2018,7/24/2019
d002607,cu03483,Strategize Virtual Communities,4756.27,Won,9/7/2021,12/10/2024,Pro,4/12/2020,12/24/2019
d002608,cu07125,Engineer Turn-Key Solutions,8863.31,In Progress,10/6/2019,8/9/2025,Enterprise,6/13/2020,12/4/2021
d002609,cu02179,Whiteboard Magnetic E-Services,5706.51,Lost,8/15/2020,1/6/2024,Pro,4/13/2018,3/13/2021
d002610,cu02444,Leverage Wireless Platforms,4377.64,In Progress,12/1/2021,10/18/2021,Pro,4/21/2024,8/9/2024
d002611,cu03741,Incubate End-To-End Deliverables,7728.73,In Progress,2/1/2023,8/25/2023,Pro,5/19/2023,6/11/2023
d002612,cu03815,Re-Intermediate Global Deliverables,8382.78,In Progress,1/14/2020,9/4/2022,Free,12/31/2020,4/20/2021
d002613,cu07213,Embrace Out-Of-The-Box Web-Readiness,5597.9,Lost,6/22/2019,5/14/2023,Free,9/30/2018,8/5/2021
d002614,cu09819,Facilitate Integrated Web Services,6081.4,Won,1/9/2021,3/23/2023,Pro,1/4/2019,10/14/2022
d002615,cu01464,Aggregate Frictionless Convergence,1636.62,Lost,1/26/2023,5/1/2021,Pro,12/24/2017,12/2/2021
d002616,cu01532,Strategize End-To-End Platforms,912.26,Lost,11/3/2019,9/12/2023,Free,9/25/2019,6/9/2019
d002617,cu03719,Engineer 24/365 E-Commerce,1983.07,In Progress,8/17/2019,1/7/2025,Basic,10/6/2018,3/17/2022
d002618,cu02137,Redefine Killer Communities,5582.27,Won,3/1/2023,4/2/2023,Pro,10/13/2024,10/7/2018
d002619,cu03113,Enable Best-Of-Breed Platforms,5148.63,In Progress,12/6/2021,6/6/2022,Enterprise,12/8/2020,1/10/2023
d002620,cu08324,Scale Compelling Methodologies,7153.01,In Progress,1/21/2018,1/17/2024,Enterprise,10/10/2020,3/19/2024
d002621,cu00434,Cultivate Dot-Com Experiences,5704.4,Won,3/7/2020,5/24/2019,Basic,1/2/2022,10/10/2022
d002622,cu09668,Maximize Real-Time Systems,3541.43,Lost,6/14/2020,10/14/2019,Basic,1/19/2020,3/2/2019
d002623,cu05306,Aggregate Leading-Edge Platforms,6895.79,Won,8/18/2022,2/14/2021,Enterprise,7/9/2019,5/18/2020
d002624,cu09893,Facilitate Distributed Roi,5201.4,In Progress,12/3/2022,7/19/2020,Pro,7/12/2020,5/9/2024
d002625,cu07697,Enable Cross-Media Solutions,5458.82,Lost,2/9/2021,10/31/2024,Basic,5/17/2019,11/24/2019
d002626,cu00826,Innovate Best-Of-Breed Networks,5299.91,Won,11/10/2021,4/9/2019,Free,10/2/2024,8/18/2023
d002627,cu01338,Aggregate Turn-Key Solutions,648.44,In Progress,11/12/2023,2/18/2023,Free,9/12/2021,8/30/2020
d002628,cu04692,Empower Collaborative Models,5740.9,Lost,3/10/2018,12/5/2022,Free,6/26/2020,2/9/2021
d002629,cu07006,Expedite Frictionless Users,134.64,Won,5/25/2023,9/13/2022,Pro,8/28/2019,8/27/2024
d002630,cu06807,Leverage Vertical Metrics,4454.27,In Progress,9/3/2019,11/7/2022,Free,7/23/2019,11/8/2021
d002631,cu01920,Transition Leading-Edge Methodologies,6030.18,Lost,5/5/2020,11/19/2021,Basic,8/8/2019,4/8/2019
d002632,cu06140,Expedite Synergistic Solutions,5725.88,Won,7/14/2023,1/14/2024,Free,2/18/2022,7/28/2022
d002633,cu00335,Enhance 24/7 Paradigms,2118.32,In Progress,3/31/2023,8/13/2021,Free,5/31/2018,2/10/2020
d002634,cu02548,Facilitate Impactful Niches,4885.23,Won,4/30/2024,2/13/2023,Basic,1/16/2024,5/1/2023
d002635,cu00318,Syndicate 24/365 Networks,7382.36,Lost,2/22/2022,2/1/2022,Basic,11/16/2024,4/26/2020
d002636,cu04437,Deploy Visionary Schemas,2222.44,Won,1/16/2024,11/25/2020,Free,4/20/2019,10/7/2018
d002637,cu09037,Grow Impactful Infrastructures,361.05,Lost,9/26/2022,9/13/2021,Enterprise,4/19/2020,6/18/2023
d002638,cu04288,Morph E-Business Convergence,8473.79,In Progress,1/27/2023,10/8/2019,Pro,6/15/2021,7/11/2023
d002639,cu06397,Envisioneer Cross-Media Mindshare,4318.92,Lost,2/8/2019,2/25/2023,Enterprise,9/15/2023,9/1/2024
d002640,cu07555,Harness Holistic Infrastructures,8780.37,Won,5/1/2023,10/2/2023,Basic,11/16/2022,10/31/2023
d002641,cu02219,Utilize Proactive Applications,5251.3,In Progress,5/2/2022,2/15/2022,Free,6/14/2024,4/28/2025
d002642,cu09184,Enhance Virtual Roi,7207.95,Lost,9/8/2020,10/22/2019,Enterprise,6/13/2017,2/6/2018
d002643,cu01417,Architect Innovative Relationships,1977.53,Lost,2/28/2021,8/6/2024,Enterprise,5/31/2017,11/24/2021
d002644,cu01491,Revolutionize Transparent Relationships,7141.72,Won,10/27/2024,7/13/2025,Free,9/27/2022,1/23/2019
d002645,cu08489,Syndicate Intuitive Supply-Chains,6631.43,In Progress,10/22/2022,5/9/2021,Enterprise,4/2/2018,8/8/2019
d002646,cu03366,Morph Vertical Synergies,9587.08,Lost,4/9/2023,12/3/2020,Enterprise,7/20/2021,4/19/2018
d002647,cu07875,Transition Sticky Schemas,2076.38,Won,1/3/2019,12/22/2022,Enterprise,11/28/2018,1/16/2021
d002648,cu09921,Repurpose Revolutionary Web Services,1103.39,In Progress,3/14/2024,4/20/2020,Free,3/10/2017,7/22/2022
d002649,cu07427,Revolutionize Granular Applications,9229.47,Won,6/11/2023,12/26/2020,Free,11/20/2021,10/10/2023
d002650,cu05965,Scale Mission-Critical Supply-Chains,2934.59,Lost,2/25/2022,4/26/2020,Free,1/3/2021,10/25/2021
d002651,cu05382,Transform Killer Models,3112.28,Won,5/5/2019,9/1/2024,Enterprise,8/24/2024,1/30/2024
d002652,cu08916,Enhance Proactive Action-Items,6922.68,In Progress,4/16/2022,2/28/2022,Free,12/13/2017,8/5/2019
d002653,cu03247,Benchmark Dynamic Action-Items,7491,In Progress,4/5/2019,4/2/2025,Pro,9/22/2021,4/9/2018
d002654,cu05843,Synergize Holistic E-Tailers,8731.47,In Progress,6/6/2018,11/6/2022,Basic,5/29/2024,4/11/2023
d002655,cu09072,Benchmark Best-Of-Breed Web-Readiness,6054.52,In Progress,10/11/2021,6/20/2025,Enterprise,4/5/2017,6/3/2024
d002656,cu08043,Drive Sticky Relationships,5848.14,Lost,5/23/2024,1/22/2021,Basic,5/3/2017,6/18/2025
d002657,cu02317,Re-Intermediate B2B Partnerships,1988.38,Lost,2/21/2018,4/3/2022,Free,3/2/2018,6/2/2025
d002658,cu06200,Disintermediate Visionary Models,2039.53,In Progress,8/9/2023,2/15/2022,Enterprise,7/13/2023,1/3/2019
d002659,cu00124,Empower Leading-Edge Mindshare,3654.9,Won,10/12/2018,12/10/2022,Basic,3/21/2018,6/2/2021
d002660,cu06763,Scale Magnetic Web-Readiness,8076.15,Lost,11/5/2024,4/19/2020,Enterprise,12/10/2021,8/16/2025
d002661,cu01660,Unleash End-To-End Synergies,8692.51,In Progress,3/2/2022,4/20/2022,Pro,3/30/2021,1/17/2020
d002662,cu01020,Embrace Robust Mindshare,2241.31,In Progress,2/23/2022,4/3/2024,Pro,10/20/2017,8/17/2025
d002663,cu06523,Matrix Cross-Media Infrastructures,3282.04,Lost,10/24/2023,11/11/2023,Enterprise,2/12/2022,7/3/2025
d002664,cu03745,Benchmark B2B Content,8750.23,Lost,6/9/2024,9/10/2022,Free,5/25/2018,6/23/2019
d002665,cu07271,Generate Cross-Media Functionalities,274.96,Won,7/4/2023,1/29/2024,Free,12/1/2019,10/1/2024
d002666,cu09661,E-Enable Customized Technologies,8216.47,Won,1/12/2019,1/27/2019,Free,1/7/2019,1/26/2024
d002667,cu01227,Enable Granular E-Commerce,8356.75,Won,12/4/2021,3/16/2022,Basic,8/20/2024,10/16/2022
d002668,cu04402,Transition Dynamic E-Business,1016.47,Won,12/25/2022,8/14/2022,Basic,2/19/2022,12/16/2024
d002669,cu07205,Revolutionize Web-Enabled Relationships,3711.75,In Progress,8/30/2021,6/5/2019,Free,10/29/2021,8/13/2020
d002670,cu00851,Facilitate Killer Bandwidth,3785.29,Won,7/13/2023,8/14/2020,Pro,8/12/2021,2/12/2024
d002671,cu03622,Iterate Collaborative Technologies,9920.54,Lost,5/15/2024,9/14/2021,Free,2/8/2022,3/17/2022
d002672,cu06217,Leverage Front-End E-Markets,278.21,Won,7/28/2018,9/25/2024,Pro,3/21/2018,9/25/2019
d002673,cu07463,Visualize Plug-And-Play Bandwidth,4264.72,Won,12/16/2024,5/9/2024,Pro,5/23/2018,1/9/2022
d002674,cu01482,Maximize Vertical Action-Items,5780.13,Won,5/30/2024,2/1/2023,Free,11/7/2017,6/10/2025
d002675,cu07946,Enhance Killer Infrastructures,5016.23,Won,5/16/2022,3/14/2024,Basic,8/31/2022,8/26/2019
d002676,cu09388,Engage B2B Partnerships,6015.89,In Progress,2/2/2020,4/25/2020,Pro,6/30/2024,6/22/2020
d002677,cu03379,Implement Global E-Commerce,8523.64,Lost,5/3/2021,3/7/2022,Basic,2/24/2022,3/20/2018
d002678,cu03735,Engage Bleeding-Edge Applications,1419.31,Won,7/20/2021,9/5/2022,Pro,4/4/2021,4/10/2023
d002679,cu06311,Architect Front-End E-Commerce,3578.76,Lost,6/3/2019,2/12/2021,Enterprise,5/13/2018,8/14/2020
d002680,cu02731,Implement B2C Paradigms,8929.65,In Progress,12/27/2020,11/5/2022,Basic,3/21/2018,10/6/2024
d002681,cu01381,Utilize Leading-Edge Communities,8755.76,In Progress,8/6/2022,5/29/2020,Pro,1/30/2022,7/9/2024
d002682,cu08985,Benchmark Holistic Architectures,1521.29,Lost,12/17/2022,12/26/2021,Free,4/17/2018,3/9/2020
d002683,cu07859,Exploit Visionary Relationships,9255.51,Lost,5/14/2020,12/13/2024,Basic,5/26/2019,3/5/2023
d002684,cu00249,Engage Virtual Functionalities,5016.75,Lost,1/11/2019,11/9/2021,Basic,12/7/2018,4/29/2019
d002685,cu09535,Cultivate End-To-End Applications,570.2,Won,3/22/2022,8/7/2019,Basic,8/31/2023,6/28/2020
d002686,cu09239,Orchestrate Leading-Edge Web-Readiness,5878.37,Lost,12/6/2022,5/28/2020,Basic,9/12/2017,8/18/2019
d002687,cu07518,Architect Bricks-And-Clicks Action-Items,5827.77,In Progress,5/28/2024,3/10/2021,Free,5/10/2023,10/12/2020
d002688,cu08520,Re-Intermediate Web-Enabled Info-Mediaries,903.36,Won,6/14/2024,10/7/2020,Pro,4/20/2019,8/19/2023
d002689,cu05779,Transition Value-Added Roi,1891.95,Lost,8/1/2023,7/1/2019,Enterprise,3/5/2024,5/27/2018
d002690,cu07661,Cultivate Cross-Platform E-Commerce,8596.15,In Progress,3/27/2020,10/9/2020,Basic,2/18/2021,11/3/2021
d002691,cu02237,Repurpose Front-End Synergies,143.27,Lost,1/19/2023,8/23/2021,Enterprise,5/13/2024,1/4/2019
d002692,cu08694,Orchestrate Revolutionary Mindshare,2960.16,In Progress,10/9/2020,1/24/2023,Basic,11/20/2020,10/8/2019
d002693,cu08701,Deploy Cross-Platform Convergence,9179.71,In Progress,6/28/2019,3/15/2019,Free,1/11/2023,6/2/2018
d002694,cu06536,Leverage Ubiquitous E-Markets,5001.69,In Progress,10/27/2023,3/3/2021,Enterprise,1/26/2017,3/25/2024
d002695,cu01610,Facilitate Synergistic Convergence,1680.71,In Progress,4/6/2020,1/29/2020,Free,2/19/2022,9/5/2018
d002696,cu08056,Grow 24/7 Content,6954.83,Lost,10/19/2021,3/25/2025,Enterprise,4/9/2018,5/18/2024
d002697,cu07741,Mesh Robust E-Business,3671.68,Won,9/7/2020,8/27/2021,Pro,2/19/2023,7/15/2018
d002698,cu05482,Optimize Front-End Interfaces,2771.68,Lost,5/13/2024,6/30/2024,Pro,8/20/2021,5/12/2021
d002699,cu06837,Incentivize Transparent Models,7015.28,Won,1/16/2024,3/9/2023,Free,1/29/2017,10/29/2018
d002700,cu09641,Envisioneer Revolutionary Paradigms,9000.22,Won,5/2/2023,3/3/2019,Basic,10/9/2017,6/2/2021
d002701,cu01470,Transform Frictionless Content,4243.96,Lost,4/18/2021,2/11/2020,Pro,4/28/2020,7/28/2020
d002702,cu00560,Incentivize Interactive Markets,457.34,Won,2/6/2020,9/20/2022,Pro,1/28/2023,10/23/2020
d002703,cu08421,Seize User-Centric Infrastructures,129.54,Lost,12/14/2021,7/29/2025,Free,4/13/2024,1/16/2025
d002704,cu00405,Cultivate Impactful Interfaces,5524.12,In Progress,10/25/2022,7/25/2024,Basic,8/25/2020,2/9/2020
d002705,cu04376,Exploit Interactive Architectures,6902.64,Won,4/10/2019,3/1/2019,Free,11/17/2020,8/30/2023
d002706,cu05913,Innovate Compelling Convergence,1692.43,Won,7/2/2018,3/27/2023,Free,12/8/2018,1/24/2020
d002707,cu01775,Re-Intermediate Clicks-And-Mortar Supply-Chains,3429.74,In Progress,1/2/2021,8/1/2025,Basic,6/18/2023,10/9/2021
d002708,cu04221,Integrate B2B Convergence,4319.37,In Progress,9/20/2020,1/8/2022,Pro,1/3/2017,6/30/2023
d002709,cu08220,Mesh Bleeding-Edge E-Services,7719.72,In Progress,3/29/2024,4/29/2020,Free,4/19/2018,12/16/2021
d002710,cu03292,Incubate Granular Partnerships,2533.66,In Progress,1/25/2023,5/9/2020,Basic,5/29/2021,1/10/2021
d002711,cu07087,Mesh Customized Markets,7264.39,Won,5/31/2019,9/9/2023,Pro,3/19/2018,1/5/2023
d002712,cu04142,Maximize Rich Users,8311.16,Lost,6/4/2022,1/21/2021,Enterprise,3/12/2022,12/14/2019
d002713,cu02735,Engineer Extensible Supply-Chains,588.11,Lost,2/12/2023,7/28/2020,Basic,3/9/2021,4/7/2025
d002714,cu05444,Transform Cutting-Edge Relationships,782.16,Lost,3/16/2019,10/18/2019,Free,9/1/2024,1/9/2021
d002715,cu09135,Incentivize Wireless Content,2976.1,Lost,7/9/2023,7/2/2024,Basic,4/16/2024,3/14/2022
d002716,cu09786,Exploit Leading-Edge Paradigms,7173.5,Won,8/10/2021,6/7/2019,Free,9/9/2018,4/5/2025
d002717,cu07749,Revolutionize Granular Technologies,7998.75,In Progress,1/18/2022,8/16/2021,Enterprise,8/2/2021,9/28/2022
d002718,cu04448,Optimize Integrated Eyeballs,3657.75,Lost,5/25/2018,3/26/2024,Pro,9/15/2019,7/13/2018
d002719,cu01514,Iterate Web-Enabled Content,8438.06,Won,11/25/2022,12/8/2021,Basic,12/3/2022,6/27/2025
d002720,cu03794,Cultivate Dot-Com E-Services,4921.25,In Progress,10/15/2024,1/16/2020,Basic,3/17/2022,7/5/2018
d002721,cu02437,Engage Best-Of-Breed Initiatives,7580.55,Lost,8/29/2024,9/22/2024,Pro,3/9/2018,10/7/2019
d002722,cu09210,Cultivate Integrated Markets,2281.85,Lost,2/18/2019,10/1/2021,Pro,3/19/2017,3/20/2022
d002723,cu03149,Optimize World-Class Users,4812,Lost,5/28/2023,8/5/2020,Pro,6/30/2020,3/10/2025
d002724,cu04332,Engage Rich Portals,4033.04,Lost,12/5/2021,4/23/2021,Free,7/6/2022,1/24/2025
d002725,cu09324,Brand Dynamic Functionalities,1767.39,Won,4/8/2022,1/2/2025,Basic,4/26/2018,7/27/2025
d002726,cu04602,Synergize Strategic Channels,5986.17,In Progress,6/27/2019,6/28/2019,Pro,11/26/2018,10/28/2022
d002727,cu03505,Incubate Sticky Networks,9226.6,In Progress,7/24/2018,11/12/2019,Basic,4/4/2022,11/11/2019
d002728,cu04175,Innovate Clicks-And-Mortar E-Business,3194.98,In Progress,12/17/2021,1/22/2019,Enterprise,7/8/2018,10/13/2024
d002729,cu08658,Target One-To-One Platforms,9434.37,Lost,2/14/2022,1/28/2021,Enterprise,6/23/2019,6/8/2021
d002730,cu08327,Whiteboard Enterprise Info-Mediaries,6567.5,Won,8/31/2024,7/30/2024,Basic,2/6/2022,9/12/2021
d002731,cu07424,E-Enable Proactive Paradigms,4018.24,Won,4/27/2024,8/26/2019,Basic,7/6/2024,12/29/2019
d002732,cu05303,Repurpose Proactive Users,1409.23,In Progress,6/8/2020,8/16/2025,Basic,5/17/2021,10/26/2024
d002733,cu05996,Exploit End-To-End Experiences,5689.02,Won,6/29/2023,5/29/2019,Pro,11/2/2017,9/25/2021
d002734,cu03338,Optimize Front-End Convergence,6456.47,Lost,10/11/2019,6/11/2019,Free,9/18/2023,3/31/2022
d002735,cu04554,Architect Innovative Relationships,4692.72,Won,4/7/2024,12/19/2020,Free,9/26/2022,10/21/2022
d002736,cu00010,Empower Cutting-Edge Solutions,7374.04,Lost,3/8/2024,11/3/2024,Enterprise,11/23/2023,2/20/2024
d002737,cu05304,Synthesize Web-Enabled Technologies,7955.33,Won,9/16/2022,3/20/2019,Enterprise,1/6/2019,3/7/2022
d002738,cu04910,Synthesize Sticky Communities,5985.84,Lost,1/22/2018,4/13/2023,Basic,4/21/2023,10/5/2022
d002739,cu09007,Brand Back-End Eyeballs,1801.56,Lost,9/21/2024,2/6/2024,Basic,10/6/2022,1/9/2025
d002740,cu09357,Deliver User-Centric Info-Mediaries,4272.15,Lost,7/20/2024,1/19/2025,Pro,1/10/2023,1/27/2025
d002741,cu08558,Benchmark Cross-Media Relationships,2688.99,Won,12/14/2020,7/17/2019,Enterprise,12/3/2017,7/1/2022
d002742,cu07015,Facilitate Virtual E-Tailers,7174.93,In Progress,1/5/2020,7/29/2019,Enterprise,2/25/2020,5/13/2022
d002743,cu08314,Synergize Bleeding-Edge Infrastructures,730.13,Lost,12/16/2024,1/29/2021,Free,3/17/2020,9/5/2024
d002744,cu07739,E-Enable Cutting-Edge Channels,2249.26,Lost,2/28/2024,4/14/2022,Basic,1/8/2022,6/19/2025
d002745,cu07031,Leverage Killer Eyeballs,1086.08,Lost,9/22/2020,11/12/2019,Enterprise,9/7/2022,11/22/2022
d002746,cu02673,Brand Cross-Media Technologies,2150.54,Won,7/10/2020,5/16/2019,Free,12/5/2023,8/15/2024
d002747,cu08861,E-Enable Open-Source Supply-Chains,8459.08,In Progress,10/16/2023,10/27/2020,Basic,12/4/2020,8/17/2025
d002748,cu00298,Synthesize Killer E-Services,7741.14,Won,5/22/2023,7/15/2024,Enterprise,4/12/2021,1/29/2021
d002749,cu07849,Repurpose Best-Of-Breed Experiences,9411.94,In Progress,3/12/2020,11/28/2024,Basic,3/24/2019,10/28/2022
d002750,cu04860,Engineer Compelling Eyeballs,8979.17,In Progress,10/1/2020,12/17/2021,Enterprise,11/25/2019,9/7/2022
d002751,cu02526,Iterate Sticky Action-Items,8253.35,Won,8/27/2024,7/24/2025,Basic,2/20/2018,11/15/2023
d002752,cu03649,Architect Distributed Communities,7284.3,In Progress,1/29/2021,3/2/2023,Pro,7/6/2022,1/18/2025
d002753,cu07118,Transition Extensible E-Business,240.98,Won,6/6/2018,11/5/2021,Basic,10/25/2018,11/5/2024
d002754,cu09733,Generate Transparent E-Commerce,6749.49,In Progress,2/23/2020,4/21/2021,Pro,5/25/2022,5/23/2023
d002755,cu01118,Incubate Scalable Metrics,7514.28,Won,5/2/2024,11/15/2021,Pro,6/24/2020,8/26/2025
d002756,cu02210,Expedite Killer Niches,8491.83,Lost,12/19/2020,9/28/2019,Basic,9/14/2017,5/9/2020
d002757,cu00649,Maximize Cutting-Edge E-Services,8362.7,In Progress,8/14/2024,4/24/2021,Pro,1/10/2023,1/20/2018
d002758,cu06997,Maximize Compelling Paradigms,2765.95,Lost,9/24/2019,12/11/2022,Pro,5/9/2019,6/15/2021
d002759,cu08162,Disintermediate Holistic Convergence,7004.69,Lost,6/7/2021,9/7/2019,Enterprise,8/19/2024,9/17/2022
d002760,cu08642,Architect Real-Time Paradigms,8981.81,In Progress,4/16/2023,4/20/2025,Free,3/14/2020,8/5/2020
d002761,cu03770,Brand Rich Paradigms,6449.09,In Progress,3/23/2018,3/24/2024,Free,10/4/2020,12/30/2024
d002762,cu03775,Deploy Value-Added Portals,5984.91,In Progress,12/7/2024,12/25/2020,Basic,7/18/2018,1/26/2025
d002763,cu02352,Streamline Clicks-And-Mortar E-Business,8583.85,Lost,9/15/2024,6/21/2023,Basic,3/8/2023,11/10/2022
d002764,cu06021,Whiteboard Value-Added Convergence,3755.42,Won,5/3/2024,1/31/2019,Free,10/10/2023,4/11/2024
d002765,cu06588,Scale Rich E-Commerce,9282.94,In Progress,1/19/2019,11/4/2023,Free,1/21/2020,8/30/2021
d002766,cu08907,Morph One-To-One Eyeballs,5380.38,Won,3/24/2020,12/26/2023,Free,12/13/2021,10/9/2022
d002767,cu09877,Exploit Customized Synergies,8868.81,In Progress,1/30/2022,10/17/2023,Pro,4/4/2024,8/6/2025
d002768,cu01850,Drive Web-Enabled Infrastructures,6977.45,Won,11/17/2023,1/31/2025,Free,11/18/2021,1/25/2024
d002769,cu04989,Whiteboard Dot-Com E-Business,3729.14,Lost,2/28/2024,11/18/2020,Enterprise,12/27/2020,7/2/2021
d002770,cu08482,Visualize Robust Vortals,4613.23,Lost,4/27/2024,9/3/2019,Free,6/3/2017,6/8/2025
d002771,cu05818,Whiteboard Transparent Communities,8330.13,In Progress,10/8/2023,9/23/2023,Free,1/2/2018,5/22/2023
d002772,cu04326,Orchestrate Next-Generation Schemas,6092.78,Lost,12/4/2021,8/19/2025,Enterprise,5/26/2022,2/27/2020
d002773,cu07214,Transition Wireless Supply-Chains,5876.29,In Progress,3/15/2018,4/10/2020,Basic,9/12/2019,3/9/2019
d002774,cu03310,Disintermediate Dot-Com Relationships,1610.29,Won,8/17/2022,11/11/2023,Pro,10/22/2023,2/25/2023
d002775,cu09390,Engage Intuitive Applications,1219.63,Won,6/20/2022,10/21/2020,Free,6/10/2022,8/21/2020
d002776,cu06039,Grow Clicks-And-Mortar Platforms,708.15,Lost,9/10/2019,12/21/2019,Free,3/3/2020,1/11/2020
d002777,cu08561,Deliver Plug-And-Play Markets,5885.42,In Progress,5/29/2021,8/22/2022,Basic,9/16/2023,11/16/2020
d002778,cu05909,Expedite Virtual E-Business,223.32,In Progress,8/30/2020,6/13/2021,Pro,9/23/2020,3/4/2019
d002779,cu07112,Scale Rich Relationships,4048.49,In Progress,11/16/2022,2/28/2019,Pro,2/9/2020,6/12/2021
d002780,cu08450,Enhance Bleeding-Edge Web Services,6040.28,In Progress,6/10/2020,8/11/2022,Free,3/10/2019,7/9/2021
d002781,cu09825,Scale Next-Generation Systems,390.87,Lost,7/2/2021,2/27/2024,Pro,6/9/2017,5/3/2019
d002782,cu08542,Harness End-To-End Relationships,5488.36,Won,4/1/2023,12/27/2021,Enterprise,7/22/2018,3/9/2019
d002783,cu01449,Engage Rich Schemas,5965.84,Lost,2/18/2024,1/11/2025,Basic,4/3/2024,12/6/2018
d002784,cu02205,Brand Global Networks,3906.95,Won,2/27/2022,2/7/2022,Free,6/23/2023,10/29/2018
d002785,cu08406,Disintermediate Bleeding-Edge Vortals,922.26,In Progress,3/21/2020,3/5/2021,Basic,7/22/2018,3/22/2023
d002786,cu03670,Drive Robust Partnerships,3342.61,Won,8/19/2020,3/11/2019,Enterprise,3/18/2019,11/19/2019
d002787,cu07853,Brand Enterprise Web-Readiness,2847.36,Won,11/3/2018,12/13/2023,Basic,1/17/2019,7/17/2020
d002788,cu07882,Morph Scalable Partnerships,462.87,Won,12/1/2020,9/15/2019,Free,1/24/2022,3/30/2022
d002789,cu08462,Morph Mission-Critical Info-Mediaries,6227.09,Won,11/21/2019,12/5/2024,Basic,12/18/2018,6/22/2019
d002790,cu02416,Exploit Granular Metrics,7345.77,In Progress,5/10/2021,5/14/2021,Free,7/10/2021,12/14/2018
d002791,cu00641,Matrix Rich Web Services,5957.66,Won,11/2/2020,8/5/2022,Free,4/14/2023,4/19/2020
d002792,cu04692,Embrace Compelling Models,3579.39,Won,7/3/2021,4/28/2021,Enterprise,8/23/2017,2/27/2021
d002793,cu04432,Deliver Ubiquitous Info-Mediaries,8660.68,In Progress,1/30/2019,6/14/2021,Enterprise,1/17/2020,5/20/2019
d002794,cu04845,Benchmark World-Class E-Commerce,3387.03,In Progress,7/8/2020,4/13/2025,Basic,7/13/2020,1/18/2018
d002795,cu09362,Incentivize Virtual Info-Mediaries,6249.53,Won,2/5/2024,2/16/2019,Basic,10/15/2017,10/15/2021
d002796,cu01984,Repurpose Customized E-Tailers,2541.69,Won,2/25/2020,5/4/2025,Free,9/29/2018,5/15/2022
d002797,cu06271,Monetize Granular Communities,8696.46,Won,11/11/2023,8/10/2023,Basic,10/29/2017,3/17/2019
d002798,cu00723,Morph Innovative Functionalities,7704.96,In Progress,1/10/2019,7/29/2025,Enterprise,10/16/2021,3/3/2024
d002799,cu07446,Brand Enterprise Deliverables,523.59,In Progress,10/9/2023,2/20/2025,Free,10/26/2022,5/14/2018
d002800,cu06569,Deploy Sticky E-Tailers,7131.55,Won,3/13/2022,3/9/2025,Free,1/8/2024,11/15/2022
d002801,cu00096,Syndicate Real-Time E-Markets,6277.67,Won,1/22/2021,5/16/2021,Pro,5/3/2018,1/28/2018
d002802,cu07710,Synthesize Integrated E-Services,6932.28,Won,5/30/2021,4/4/2019,Pro,7/30/2023,9/19/2021
d002803,cu06973,Optimize Intuitive Synergies,5214.43,Lost,1/19/2018,10/1/2024,Pro,3/1/2020,9/2/2019
d002804,cu00820,Deliver Frictionless Eyeballs,9754.19,Lost,6/9/2024,3/4/2024,Pro,4/30/2019,11/6/2018
d002805,cu07108,Whiteboard Value-Added Markets,7826.34,In Progress,11/22/2022,1/30/2022,Enterprise,8/30/2024,5/3/2022
