ad_id,content_id,ad_type,revenue_amount,currency,revenue_date
5575,41838,Mid-roll,8.32,USD,2023-08-11
5576,28265,Display,42.06,USD,2024-01-03
5577,8326,Display,32.98,USD,2024-10-19
5578,21843,Overlay,20.76,USD,2024-09-08
5579,7112,Display,13.16,USD,2023-01-02
5580,33504,Overlay,11.61,USD,2024-01-04
5581,19599,Mid-roll,37.03,USD,2024-06-24
5582,8264,Pre-roll,37.82,USD,2023-01-07
5583,42694,Overlay,1.3,USD,2024-11-13
5584,42031,Overlay,36.89,USD,2023-04-01
5585,16700,Mid-roll,49.59,USD,2023-12-22
5586,34641,Pre-roll,15.44,USD,2024-03-21
5587,44462,Mid-roll,7.63,USD,2023-02-05
5588,38850,Display,41.27,USD,2024-06-03
5589,15949,Mid-roll,11.37,USD,2024-12-16
5590,881,Overlay,36.82,USD,2023-06-23
5591,28164,Overlay,8.74,USD,2023-12-21
5592,13435,Overlay,38.71,USD,2023-10-30
5593,10958,Pre-roll,2.41,USD,2023-10-18
5594,30981,Pre-roll,15.79,USD,2024-10-10
5595,8185,Display,22.36,USD,2023-12-23
5596,11526,Mid-roll,49.6,USD,2023-05-22
5597,30703,Display,35.93,USD,2023-03-25
5598,37092,Mid-roll,49.49,USD,2023-07-03
5599,21880,Overlay,22.27,USD,2023-02-07
5600,17889,Display,15.94,USD,2023-03-27
5601,11791,Display,23.7,USD,2024-07-03
5602,19955,Pre-roll,12.3,USD,2023-05-02
5603,10650,Mid-roll,31.93,USD,2024-06-27
5604,3525,Pre-roll,47.37,USD,2023-09-09
5605,8204,Mid-roll,41.6,USD,2024-12-12
5606,12617,Mid-roll,48.58,USD,2023-06-01
5607,13475,Pre-roll,14.7,USD,2024-01-20
5608,19274,Display,49.12,USD,2023-10-11
5609,45435,Pre-roll,5.48,USD,2023-01-17
5610,49481,Overlay,4.49,USD,2024-03-25
5611,27043,Display,5.29,USD,2024-06-24
5612,35908,Pre-roll,45.55,USD,2023-07-07
5613,34556,Pre-roll,13.33,USD,2024-03-23
5614,26697,Mid-roll,27.6,USD,2024-03-31
5615,11839,Mid-roll,30.31,USD,2023-03-04
5616,24009,Display,32.75,USD,2024-10-09
5617,18230,Overlay,32.9,USD,2023-05-07
5618,2307,Display,12.88,USD,2024-03-02
5619,14397,Overlay,39.1,USD,2024-04-17
5620,11238,Pre-roll,19.35,USD,2023-10-15
5621,14541,Display,7.41,USD,2024-10-23
5622,10208,Overlay,17.42,USD,2023-07-09
5623,48537,Overlay,29.51,USD,2023-08-03
5624,29088,Display,22.35,USD,2024-02-04
5625,40838,Overlay,45.6,USD,2023-04-17
5626,26700,Overlay,44.55,USD,2024-03-06
5627,19504,Overlay,7.92,USD,2024-04-05
5628,1867,Display,27.66,USD,2024-02-20
5629,8930,Pre-roll,15.01,USD,2023-05-26
5630,21935,Pre-roll,26.23,USD,2023-04-18
5631,15688,Overlay,41.48,USD,2023-07-22
5632,3180,Pre-roll,37.02,USD,2023-02-14
5633,42023,Mid-roll,26.57,USD,2024-09-18
5634,4130,Pre-roll,25.05,USD,2024-07-03
5635,16781,Display,21.96,USD,2023-11-17
5636,7319,Display,44.29,USD,2024-10-08
5637,5034,Display,16.14,USD,2024-01-18
5638,3104,Pre-roll,33.9,USD,2023-06-25
5639,41143,Display,32.76,USD,2024-01-20
5640,38636,Mid-roll,19.59,USD,2024-03-05
5641,31934,Display,26.2,USD,2023-11-03
5642,37057,Overlay,21.51,USD,2023-06-30
5643,41301,Overlay,3.63,USD,2023-04-13
5644,4728,Display,44.22,USD,2024-05-29
5645,6641,Pre-roll,33.15,USD,2024-07-08
5646,7281,Overlay,9.15,USD,2023-04-14
5647,3564,Display,44.48,USD,2023-06-11
5648,46495,Display,29.47,USD,2023-08-21
5649,24122,Pre-roll,13.14,USD,2023-09-30
5650,13668,Overlay,22.66,USD,2024-03-22
5651,3052,Pre-roll,41.72,USD,2024-01-14
5652,10263,Pre-roll,37.11,USD,2024-02-17
5653,596,Mid-roll,40.74,USD,2024-07-27
5654,15761,Display,43.0,USD,2023-11-17
5655,5552,Mid-roll,8.55,USD,2024-05-01
5656,27708,Overlay,32.68,USD,2024-04-04
5657,4958,Pre-roll,3.94,USD,2023-12-15
5658,1561,Display,30.27,USD,2024-06-06
5659,14233,Pre-roll,37.44,USD,2024-09-16
5660,19716,Overlay,26.09,USD,2024-04-12
5661,4303,Mid-roll,43.19,USD,2024-07-08
5662,17497,Mid-roll,2.39,USD,2023-05-05
5663,25052,Display,8.83,USD,2023-01-05
5664,16509,Overlay,42.06,USD,2023-08-13
5665,9455,Display,15.04,USD,2024-09-18
5666,39453,Display,4.4,USD,2024-01-17
5667,12996,Mid-roll,7.16,USD,2024-08-08
5668,42049,Display,26.61,USD,2023-04-11
5669,7741,Pre-roll,17.15,USD,2023-02-19
5670,20689,Overlay,13.91,USD,2023-06-21
5671,23561,Overlay,46.44,USD,2024-04-05
5672,42166,Pre-roll,15.79,USD,2024-01-24
5673,2096,Overlay,19.54,USD,2023-07-26
5674,45275,Display,6.25,USD,2024-08-11
5675,19756,Pre-roll,19.1,USD,2023-12-14
5676,26605,Pre-roll,48.34,USD,2023-08-18
5677,12610,Display,9.39,USD,2023-08-29
5678,24498,Overlay,10.14,USD,2024-08-12
5679,37729,Pre-roll,33.91,USD,2024-10-07
5680,25186,Mid-roll,44.11,USD,2024-02-22
5681,8642,Mid-roll,41.65,USD,2023-08-29
5682,37228,Pre-roll,12.47,USD,2023-03-22
5683,22386,Display,1.85,USD,2023-06-28
5684,41636,Pre-roll,4.2,USD,2023-09-21
5685,41997,Pre-roll,2.86,USD,2023-01-17
5686,49081,Pre-roll,3.2,USD,2024-01-06
5687,31301,Mid-roll,8.63,USD,2024-07-14
5688,36606,Display,31.33,USD,2023-02-28
5689,42637,Overlay,34.12,USD,2024-08-25
5690,34127,Pre-roll,46.27,USD,2023-01-22
5691,9717,Display,0.83,USD,2024-10-13
5692,46776,Overlay,48.83,USD,2023-08-11
5693,1599,Display,15.22,USD,2023-09-12
5694,8325,Mid-roll,34.85,USD,2024-01-05
5695,11250,Display,45.29,USD,2023-12-06
5696,46815,Mid-roll,9.39,USD,2024-04-19
5697,30889,Overlay,35.19,USD,2024-01-28
5698,42093,Mid-roll,0.67,USD,2023-10-03
5699,13706,Display,37.75,USD,2024-02-02
5700,20550,Display,22.9,USD,2024-04-18
5701,25008,Mid-roll,27.44,USD,2023-02-04
5702,25846,Pre-roll,31.39,USD,2023-01-09
5703,41063,Overlay,4.47,USD,2023-07-29
5704,14168,Pre-roll,44.87,USD,2024-09-06
5705,25070,Pre-roll,2.33,USD,2023-05-07
5706,40278,Overlay,27.53,USD,2023-06-29
5707,5284,Mid-roll,33.77,USD,2024-04-15
5708,29031,Mid-roll,47.41,USD,2024-11-18
5709,15007,Overlay,34.2,USD,2024-07-15
5710,13000,Pre-roll,40.65,USD,2024-09-05
5711,25398,Pre-roll,2.61,USD,2024-06-26
5712,13785,Overlay,23.17,USD,2024-12-30
5713,47615,Pre-roll,38.55,USD,2023-05-21
5714,2462,Display,12.94,USD,2024-11-15
5715,24943,Display,35.53,USD,2024-01-23
5716,41959,Mid-roll,46.29,USD,2023-11-28
5717,33874,Mid-roll,2.06,USD,2024-11-27
5718,15137,Mid-roll,18.61,USD,2023-11-28
5719,7168,Overlay,14.47,USD,2023-10-25
5720,1179,Display,25.65,USD,2023-08-11
5721,31382,Pre-roll,48.05,USD,2024-12-04
5722,7963,Overlay,39.76,USD,2024-12-05
5723,26878,Overlay,31.23,USD,2023-07-02
5724,14803,Display,12.11,USD,2024-05-06
5725,17703,Overlay,24.05,USD,2024-12-08
5726,26273,Display,44.49,USD,2023-05-20
5727,12991,Overlay,10.33,USD,2024-07-30
5728,43890,Display,40.15,USD,2023-12-29
5729,32480,Overlay,40.8,USD,2024-12-24
5730,4642,Pre-roll,19.93,USD,2024-03-04
5731,42032,Display,19.37,USD,2024-09-12
5732,10086,Overlay,32.9,USD,2023-04-23
5733,32569,Overlay,34.34,USD,2023-10-23
5734,45700,Overlay,23.74,USD,2023-11-01
5735,8572,Display,10.63,USD,2023-10-22
5736,31360,Overlay,23.88,USD,2024-04-29
5737,1047,Overlay,38.91,USD,2023-10-31
5738,8455,Mid-roll,8.18,USD,2024-05-18
5739,3605,Overlay,30.02,USD,2023-05-10
5740,29261,Overlay,20.19,USD,2024-06-18
5741,3930,Pre-roll,26.27,USD,2024-05-17
5742,30960,Overlay,25.48,USD,2024-11-08
5743,6852,Overlay,28.95,USD,2024-08-14
5744,14286,Overlay,11.87,USD,2023-04-23
5745,38485,Display,39.8,USD,2024-08-24
5746,43119,Display,47.2,USD,2024-11-25
5747,1475,Pre-roll,42.11,USD,2024-12-29
5748,32534,Pre-roll,38.43,USD,2024-06-29
5749,18193,Pre-roll,12.29,USD,2023-04-26
5750,9785,Pre-roll,40.77,USD,2023-09-22
5751,19163,Pre-roll,0.56,USD,2024-05-02
5752,20737,Display,19.43,USD,2024-08-05
5753,3877,Overlay,9.7,USD,2024-08-16
5754,34557,Pre-roll,0.53,USD,2024-03-07
5755,11207,Overlay,14.44,USD,2024-03-20
5756,37916,Pre-roll,48.82,USD,2023-09-26
5757,22186,Overlay,44.36,USD,2023-10-08
5758,37136,Display,1.0,USD,2024-10-03
5759,49087,Mid-roll,43.37,USD,2024-02-09
5760,47935,Overlay,20.7,USD,2023-03-17
5761,32182,Pre-roll,19.77,USD,2023-11-04
5762,38247,Mid-roll,48.75,USD,2023-04-30
5763,24368,Display,42.3,USD,2023-05-23
5764,46659,Display,40.08,USD,2024-08-08
5765,41423,Mid-roll,48.77,USD,2023-11-10
5766,20523,Overlay,42.86,USD,2024-01-11
5767,7619,Pre-roll,18.54,USD,2024-06-15
5768,20143,Mid-roll,15.77,USD,2023-04-03
5769,3525,Overlay,14.22,USD,2024-01-03
5770,27119,Mid-roll,44.82,USD,2023-08-12
5771,6829,Display,26.89,USD,2024-07-12
5772,29398,Pre-roll,7.4,USD,2024-08-01
5773,45221,Overlay,10.46,USD,2024-05-02
5774,19625,Overlay,6.35,USD,2024-12-08
5775,20780,Display,40.34,USD,2023-07-13
5776,15378,Overlay,5.16,USD,2024-11-19
5777,5306,Overlay,19.56,USD,2024-10-04
5778,6980,Display,3.17,USD,2024-10-23
5779,15066,Overlay,48.65,USD,2024-04-26
5780,26766,Pre-roll,7.51,USD,2023-12-24
5781,30604,Overlay,5.74,USD,2024-01-08
5782,36355,Pre-roll,26.25,USD,2023-04-30
5783,30411,Display,0.29,USD,2024-05-12
5784,29628,Overlay,2.0,USD,2023-09-08
5785,21490,Mid-roll,3.64,USD,2024-06-27
5786,20761,Pre-roll,26.51,USD,2023-08-31
5787,31389,Mid-roll,30.66,USD,2023-08-20
5788,11823,Pre-roll,2.42,USD,2024-09-12
5789,26576,Pre-roll,38.62,USD,2023-07-11
5790,3060,Mid-roll,11.69,USD,2023-04-07
5791,3158,Pre-roll,12.1,USD,2023-05-31
5792,19379,Pre-roll,0.12,USD,2023-06-25
5793,15847,Mid-roll,24.12,USD,2023-03-19
5794,44306,Pre-roll,45.94,USD,2024-10-22
5795,17666,Display,25.47,USD,2024-12-29
5796,715,Overlay,12.58,USD,2024-06-30
5797,36711,Display,39.46,USD,2023-04-02
5798,28462,Display,17.52,USD,2023-06-09
5799,6669,Display,45.61,USD,2023-02-10
5800,9804,Pre-roll,19.68,USD,2023-01-23
5801,44640,Overlay,34.23,USD,2023-08-09
5802,26619,Pre-roll,43.72,USD,2024-06-17
5803,49788,Mid-roll,23.95,USD,2023-05-12
5804,17851,Display,48.89,USD,2023-02-13
5805,41237,Display,31.61,USD,2024-09-07
5806,23222,Overlay,29.27,USD,2023-02-09
5807,28665,Display,22.56,USD,2023-09-01
5808,752,Display,25.95,USD,2023-12-23
5809,32180,Display,19.43,USD,2024-04-20
5810,46130,Pre-roll,18.13,USD,2024-07-10
5811,21189,Display,10.69,USD,2024-12-06
5812,22272,Pre-roll,9.65,USD,2024-08-19
5813,16709,Display,32.61,USD,2023-10-08
5814,33866,Mid-roll,10.62,USD,2023-06-21
5815,44987,Pre-roll,17.13,USD,2023-03-09
5816,12344,Display,48.21,USD,2024-12-27
5817,44985,Mid-roll,32.14,USD,2023-03-07
5818,24135,Pre-roll,29.33,USD,2024-02-29
5819,44190,Mid-roll,4.96,USD,2023-09-19
5820,2244,Display,39.57,USD,2024-11-13
5821,40630,Overlay,11.87,USD,2023-12-05
5822,34403,Mid-roll,49.91,USD,2023-05-05
5823,47622,Display,47.0,USD,2024-01-30
5824,23422,Pre-roll,34.41,USD,2023-08-01
5825,44973,Overlay,26.68,USD,2023-10-10
5826,20165,Pre-roll,13.04,USD,2024-02-23
5827,8900,Pre-roll,15.09,USD,2023-05-17
5828,35501,Pre-roll,41.51,USD,2023-12-22
5829,32054,Display,5.11,USD,2023-11-10
5830,25750,Pre-roll,39.59,USD,2024-03-10
5831,5409,Overlay,0.45,USD,2023-12-01
5832,5290,Mid-roll,2.97,USD,2023-07-30
5833,33013,Display,1.01,USD,2023-05-26
5834,37917,Display,22.0,USD,2023-11-28
5835,7590,Pre-roll,2.28,USD,2023-10-04
5836,13958,Mid-roll,15.98,USD,2024-04-12
5837,22999,Pre-roll,44.65,USD,2023-07-07
5838,8358,Mid-roll,49.85,USD,2023-01-09
5839,32631,Mid-roll,13.32,USD,2024-01-24
5840,49488,Mid-roll,10.83,USD,2023-05-30
5841,4696,Pre-roll,40.44,USD,2023-03-10
5842,37583,Pre-roll,49.92,USD,2023-12-24
5843,25492,Overlay,31.62,USD,2024-12-10
5844,48680,Overlay,3.5,USD,2023-07-10
5845,17499,Overlay,25.14,USD,2024-12-01
5846,44701,Overlay,12.24,USD,2024-05-15
5847,505,Pre-roll,37.11,USD,2023-03-18
5848,34254,Mid-roll,40.65,USD,2023-01-21
5849,28984,Pre-roll,20.79,USD,2023-07-11
5850,21574,Overlay,15.14,USD,2024-01-22
5851,42302,Mid-roll,4.09,USD,2023-03-19
5852,25456,Pre-roll,1.16,USD,2024-03-11
5853,21116,Display,28.03,USD,2023-12-04
5854,10013,Display,28.65,USD,2023-01-23
5855,30051,Display,48.58,USD,2024-12-10
5856,5199,Mid-roll,15.46,USD,2023-07-24
5857,26513,Display,49.83,USD,2024-03-17
5858,48951,Mid-roll,11.5,USD,2024-06-30
5859,11924,Overlay,4.48,USD,2023-07-05
5860,28874,Overlay,18.54,USD,2023-02-07
5861,25397,Mid-roll,0.33,USD,2024-12-19
5862,22787,Mid-roll,9.47,USD,2024-02-15
5863,18053,Pre-roll,33.37,USD,2024-07-14
5864,6436,Mid-roll,19.19,USD,2023-04-01
5865,26788,Mid-roll,20.18,USD,2024-07-01
5866,26553,Pre-roll,26.65,USD,2024-07-25
5867,16585,Overlay,26.6,USD,2024-01-25
5868,21378,Display,1.34,USD,2024-10-26
5869,30814,Overlay,10.49,USD,2024-10-03
5870,36374,Pre-roll,19.66,USD,2023-05-12
5871,40669,Pre-roll,24.31,USD,2023-02-07
5872,13536,Mid-roll,9.77,USD,2024-09-02
5873,34988,Pre-roll,38.55,USD,2024-02-08
5874,40371,Overlay,35.26,USD,2024-09-21
5875,2271,Mid-roll,13.0,USD,2023-06-11
5876,12969,Display,28.28,USD,2023-07-31
5877,25346,Overlay,11.39,USD,2024-02-12
5878,39069,Pre-roll,9.82,USD,2023-12-06
5879,44599,Display,0.4,USD,2023-04-28
5880,47531,Mid-roll,20.16,USD,2024-04-03
5881,26552,Display,47.74,USD,2024-09-23
5882,44318,Overlay,43.05,USD,2024-09-11
5883,32257,Overlay,8.66,USD,2023-02-14
5884,1141,Mid-roll,37.9,USD,2023-08-14
5885,29480,Display,6.31,USD,2024-04-11
5886,21265,Display,41.17,USD,2023-02-20
5887,1924,Mid-roll,25.75,USD,2024-03-03
5888,44905,Mid-roll,40.46,USD,2023-04-05
5889,11798,Overlay,40.25,USD,2024-06-16
5890,32242,Overlay,6.28,USD,2023-11-27
5891,26777,Mid-roll,26.5,USD,2023-12-29
5892,28465,Mid-roll,48.66,USD,2023-09-21
5893,15218,Display,43.95,USD,2023-10-20
5894,30984,Pre-roll,13.2,USD,2023-03-05
5895,39468,Overlay,38.36,USD,2023-02-19
5896,43761,Mid-roll,15.02,USD,2023-08-31
5897,24022,Display,33.1,USD,2024-05-01
5898,3128,Display,11.47,USD,2024-07-29
5899,6342,Display,16.47,USD,2023-02-09
5900,41958,Pre-roll,22.33,USD,2023-02-28
5901,27111,Display,0.66,USD,2024-04-11
5902,5016,Overlay,2.07,USD,2023-09-19
5903,33969,Pre-roll,14.99,USD,2024-09-22
5904,18127,Pre-roll,42.33,USD,2023-03-30
5905,47688,Pre-roll,22.23,USD,2023-08-12
5906,4842,Display,42.52,USD,2023-06-23
5907,43924,Mid-roll,29.48,USD,2024-12-28
5908,14543,Overlay,40.26,USD,2024-01-21
5909,44718,Pre-roll,4.61,USD,2024-07-05
5910,10621,Overlay,25.77,USD,2023-03-10
5911,49921,Pre-roll,28.98,USD,2024-06-01
5912,35925,Display,39.03,USD,2023-09-07
5913,19590,Mid-roll,40.98,USD,2023-12-12
5914,47276,Overlay,27.58,USD,2023-10-07
5915,40908,Mid-roll,31.11,USD,2024-10-02
5916,28089,Pre-roll,20.77,USD,2023-05-31
5917,1917,Overlay,6.54,USD,2024-01-17
5918,30917,Overlay,18.23,USD,2024-11-05
5919,37107,Mid-roll,43.43,USD,2023-10-16
5920,45558,Mid-roll,29.24,USD,2024-03-19
5921,1326,Overlay,21.6,USD,2024-05-11
5922,29515,Overlay,48.33,USD,2024-10-19
5923,33281,Mid-roll,17.3,USD,2024-11-16
5924,36769,Display,28.86,USD,2024-08-23
5925,13870,Overlay,2.89,USD,2023-09-01
5926,45491,Pre-roll,48.17,USD,2024-04-04
5927,18160,Display,43.7,USD,2023-06-10
5928,15177,Display,35.98,USD,2024-09-26
5929,26801,Mid-roll,9.57,USD,2024-03-30
5930,49022,Mid-roll,21.86,USD,2024-01-28
5931,2207,Mid-roll,0.76,USD,2023-10-08
5932,27420,Overlay,35.77,USD,2024-08-28
5933,36326,Pre-roll,43.18,USD,2023-07-11
5934,30778,Overlay,38.32,USD,2024-01-05
5935,10254,Overlay,2.88,USD,2023-02-05
5936,32055,Overlay,42.42,USD,2024-06-25
5937,12230,Display,12.55,USD,2024-06-29
5938,46428,Overlay,40.92,USD,2024-02-05
5939,25367,Mid-roll,12.94,USD,2023-06-04
5940,36774,Display,32.41,USD,2023-02-09
5941,2461,Overlay,11.25,USD,2024-11-11
5942,10577,Overlay,22.22,USD,2023-03-05
5943,3136,Display,45.47,USD,2024-04-15
5944,22773,Display,44.9,USD,2024-10-25
5945,42635,Pre-roll,41.26,USD,2023-02-12
5946,27499,Pre-roll,43.28,USD,2024-12-27
5947,13760,Overlay,41.66,USD,2024-11-02
5948,18672,Pre-roll,45.41,USD,2023-12-27
5949,20163,Overlay,27.71,USD,2023-03-19
5950,19640,Mid-roll,39.84,USD,2024-09-20
5951,8714,Display,45.63,USD,2023-07-17
5952,49269,Overlay,34.07,USD,2023-12-21
5953,40511,Overlay,9.46,USD,2023-06-19
5954,11948,Pre-roll,21.93,USD,2023-03-26
5955,8441,Mid-roll,1.22,USD,2024-05-04
5956,16119,Mid-roll,15.6,USD,2023-06-15
5957,41188,Display,40.48,USD,2024-07-09
5958,13453,Overlay,38.05,USD,2024-09-30
5959,43677,Display,1.51,USD,2024-02-11
5960,22767,Pre-roll,34.07,USD,2024-10-01
5961,34708,Pre-roll,15.16,USD,2024-01-25
5962,15139,Overlay,45.52,USD,2024-12-06
5963,14189,Overlay,14.8,USD,2024-09-19
5964,27888,Display,32.12,USD,2024-01-26
5965,32416,Pre-roll,0.54,USD,2023-04-10
5966,22454,Display,40.48,USD,2024-05-26
5967,38411,Overlay,46.09,USD,2024-12-26
5968,3736,Mid-roll,21.52,USD,2024-10-29
5969,8638,Pre-roll,29.74,USD,2024-08-13
5970,24549,Mid-roll,48.82,USD,2023-09-27
5971,38794,Pre-roll,38.49,USD,2023-03-17
5972,14687,Pre-roll,34.44,USD,2023-08-10
5973,14119,Overlay,17.18,USD,2024-02-14
5974,23936,Overlay,3.63,USD,2023-03-13
5975,23784,Mid-roll,37.49,USD,2024-05-05
5976,35245,Display,39.62,USD,2023-11-04
5977,42037,Pre-roll,18.55,USD,2023-05-29
5978,28721,Pre-roll,16.66,USD,2024-12-07
5979,2852,Display,26.3,USD,2023-02-22
5980,45507,Pre-roll,41.69,USD,2024-02-28
5981,39786,Pre-roll,31.38,USD,2024-04-24
5982,3869,Display,11.34,USD,2023-11-18
5983,39565,Pre-roll,38.75,USD,2024-10-28
5984,45041,Display,6.06,USD,2024-06-06
5985,14623,Mid-roll,40.02,USD,2024-01-16
5986,24800,Pre-roll,0.12,USD,2024-02-17
5987,46039,Overlay,28.55,USD,2024-02-27
5988,12949,Overlay,27.5,USD,2024-06-19
5989,20408,Overlay,29.22,USD,2024-05-05
5990,45900,Mid-roll,23.34,USD,2024-08-30
5991,18510,Overlay,4.16,USD,2024-05-05
5992,9483,Pre-roll,34.63,USD,2024-07-12
5993,6036,Mid-roll,25.71,USD,2023-09-05
5994,12873,Display,5.43,USD,2023-10-28
5995,37906,Display,22.92,USD,2024-12-08
5996,45836,Pre-roll,11.49,USD,2023-03-29
5997,46576,Mid-roll,3.45,USD,2024-10-14
5998,22666,Overlay,3.34,USD,2023-08-05
5999,3748,Mid-roll,29.96,USD,2023-06-16
6000,15662,Overlay,27.97,USD,2023-09-29
6001,21953,Pre-roll,2.48,USD,2023-01-31
6002,19258,Display,24.47,USD,2024-06-09
6003,34689,Pre-roll,44.84,USD,2024-01-27
6004,17202,Overlay,27.09,USD,2023-06-06
6005,13900,Display,34.86,USD,2024-06-23
6006,21707,Mid-roll,5.92,USD,2023-02-10
6007,18105,Display,38.51,USD,2024-03-14
6008,26149,Pre-roll,13.13,USD,2023-01-02
6009,40542,Display,25.96,USD,2023-04-25
6010,17703,Mid-roll,14.86,USD,2024-02-12
6011,2175,Overlay,25.8,USD,2023-02-11
6012,29238,Pre-roll,47.81,USD,2023-03-04
6013,12954,Mid-roll,27.13,USD,2023-01-19
6014,23339,Pre-roll,40.16,USD,2024-04-19
6015,20256,Mid-roll,10.3,USD,2023-06-09
6016,10332,Mid-roll,11.1,USD,2024-06-30
6017,42509,Overlay,28.05,USD,2024-07-30
6018,24951,Display,29.13,USD,2024-11-15
6019,24761,Mid-roll,1.02,USD,2024-05-21
6020,17602,Mid-roll,49.07,USD,2023-02-21
6021,4433,Display,40.34,USD,2023-10-11
6022,11301,Display,11.44,USD,2024-07-31
6023,39174,Pre-roll,17.97,USD,2023-05-24
6024,9059,Pre-roll,15.1,USD,2024-05-28
6025,14773,Pre-roll,11.14,USD,2023-03-22
6026,2730,Mid-roll,44.04,USD,2023-05-02
6027,2747,Mid-roll,9.95,USD,2023-12-12
6028,30938,Display,43.62,USD,2023-12-23
6029,39899,Overlay,36.97,USD,2023-03-11
6030,33711,Display,12.76,USD,2023-02-02
6031,45160,Overlay,4.27,USD,2023-09-09
6032,31876,Overlay,47.57,USD,2023-12-22
6033,32042,Overlay,43.69,USD,2023-06-25
6034,13378,Pre-roll,16.24,USD,2023-11-05
6035,13898,Pre-roll,10.71,USD,2024-09-03
6036,2834,Mid-roll,14.1,USD,2023-12-01
6037,11063,Display,23.61,USD,2023-09-05
6038,5818,Display,10.5,USD,2024-06-24
6039,48015,Overlay,33.37,USD,2023-06-01
6040,3361,Mid-roll,4.45,USD,2024-05-08
6041,43476,Pre-roll,34.45,USD,2024-08-31
6042,28397,Display,14.91,USD,2024-05-05
6043,562,Pre-roll,38.22,USD,2024-01-12
6044,23408,Mid-roll,14.42,USD,2024-05-03
6045,1178,Pre-roll,21.93,USD,2023-09-14
6046,14943,Pre-roll,15.83,USD,2024-09-16
6047,17054,Display,44.5,USD,2023-12-24
6048,26545,Overlay,27.79,USD,2023-03-18
6049,10928,Pre-roll,7.69,USD,2024-01-08
6050,31825,Pre-roll,47.13,USD,2023-09-14
6051,21219,Display,43.55,USD,2024-01-07
6052,35311,Display,30.07,USD,2024-06-11
6053,47032,Overlay,34.27,USD,2023-03-04
6054,11116,Overlay,29.64,USD,2023-04-19
6055,49581,Pre-roll,48.63,USD,2024-10-28
6056,23371,Overlay,35.3,USD,2024-03-05
6057,18719,Pre-roll,10.21,USD,2024-10-10
6058,15610,Pre-roll,6.76,USD,2024-01-03
6059,40545,Display,35.07,USD,2024-12-10
6060,49176,Pre-roll,5.86,USD,2024-04-08
6061,18751,Mid-roll,43.86,USD,2023-11-19
6062,27061,Overlay,31.22,USD,2024-10-05
6063,6851,Display,6.78,USD,2023-05-06
6064,8069,Mid-roll,0.89,USD,2023-01-28
6065,38850,Mid-roll,12.01,USD,2024-10-16
6066,21976,Display,37.79,USD,2023-08-04
6067,14271,Overlay,44.79,USD,2024-04-24
6068,21576,Mid-roll,2.5,USD,2023-12-13
6069,24732,Pre-roll,38.61,USD,2024-03-04
6070,47017,Mid-roll,21.37,USD,2024-04-07
6071,42748,Overlay,19.66,USD,2024-01-10
6072,16642,Pre-roll,20.42,USD,2023-03-12
6073,35822,Overlay,45.48,USD,2023-06-20
6074,47493,Mid-roll,26.45,USD,2023-05-03
6075,9107,Mid-roll,45.79,USD,2023-12-11
6076,33215,Pre-roll,32.7,USD,2024-03-12
6077,6564,Overlay,15.12,USD,2023-04-15
6078,15382,Pre-roll,24.73,USD,2024-03-25
6079,42186,Pre-roll,28.52,USD,2024-10-14
6080,45584,Pre-roll,49.92,USD,2023-06-09
6081,33516,Pre-roll,5.73,USD,2024-09-22
6082,9186,Display,35.93,USD,2023-02-19
6083,14967,Mid-roll,13.71,USD,2023-12-25
6084,4782,Mid-roll,30.83,USD,2024-10-03
6085,1122,Mid-roll,12.61,USD,2024-10-10
6086,36396,Overlay,19.4,USD,2023-11-27
6087,34378,Display,49.51,USD,2024-05-21
6088,1697,Mid-roll,1.33,USD,2023-07-28
6089,35424,Overlay,46.6,USD,2024-04-29
6090,2584,Mid-roll,36.94,USD,2024-04-20
6091,36096,Mid-roll,47.96,USD,2023-11-04
6092,10941,Display,40.99,USD,2024-11-17
6093,45097,Display,23.41,USD,2023-06-11
6094,46413,Pre-roll,20.85,USD,2023-05-23
6095,27317,Mid-roll,47.41,USD,2023-03-12
6096,12753,Mid-roll,4.34,USD,2023-11-19
6097,20120,Overlay,17.5,USD,2023-10-06
6098,29255,Display,39.64,USD,2024-11-17
6099,21849,Pre-roll,34.65,USD,2023-05-15
6100,36226,Pre-roll,44.45,USD,2023-04-01
6101,3077,Display,16.01,USD,2023-08-06
6102,11060,Overlay,3.87,USD,2024-12-13
6103,12191,Overlay,37.05,USD,2023-01-18
6104,22336,Pre-roll,36.7,USD,2024-01-02
6105,34446,Pre-roll,39.21,USD,2024-06-23
6106,38616,Overlay,17.29,USD,2023-06-28
6107,19879,Mid-roll,17.93,USD,2023-03-11
6108,6412,Pre-roll,4.26,USD,2023-06-07
6109,36992,Mid-roll,9.98,USD,2023-02-24
6110,18776,Overlay,46.73,USD,2023-06-21
6111,34740,Mid-roll,38.3,USD,2024-10-03
6112,7966,Pre-roll,32.79,USD,2024-05-31
6113,38074,Pre-roll,12.03,USD,2023-09-08
6114,1135,Overlay,36.05,USD,2024-08-14
6115,34374,Pre-roll,23.31,USD,2023-09-01
6116,18189,Overlay,3.26,USD,2024-03-25
6117,41031,Overlay,48.92,USD,2023-05-26
6118,14681,Pre-roll,25.09,USD,2024-05-17
6119,46591,Display,5.78,USD,2023-11-30
6120,37206,Display,28.97,USD,2024-02-07
6121,5690,Overlay,47.26,USD,2024-06-09
6122,26399,Overlay,0.84,USD,2024-01-18
